seqnames,start,end,width,strand,gene_id
chr3,46404060,46410059,6000,-,102724297
chr11,119726583,119732582,6000,+,102724301
chr1,1431574,1437573,6000,-,102724312
chr10,29406402,29412401,6000,+,102724316
chr2,66919483,66925482,6000,-,102724321
chr10,103514394,103520393,6000,-,102724341
chr16,86707122,86713121,6000,+,102724344
chr6,169064764,169070763,6000,+,102724357
chr19,18937235,18943234,6000,+,102724360
chr15,40841388,40847387,6000,-,102724362
chr3,48660776,48666775,6000,+,102724368
chr7,115027564,115033563,6000,+,102724386
chr5,157362502,157368501,6000,-,102724404
chr12,67093411,67099410,6000,-,102724421
chr12,67439560,67445559,6000,-,102724433
chr7,116283735,116289734,6000,-,102724434
chr1,6202781,6208780,6000,-,102724450
chr15,86985427,86991426,6000,-,102724452
chr16,87776375,87782374,6000,-,102724467
chr18,10623354,10629353,6000,-,102724470
chrX,49300669,49306668,6000,+,102724473
chr7,29205971,29211970,6000,-,102724484
chr10,47760593,47766592,6000,-,102724488
chr21,32955888,32961887,6000,+,102724502
chr17,47320614,47326613,6000,-,102724508
chr6,170157606,170163605,6000,+,102724511
chr2,74915148,74921147,6000,+,102724515
chr17,47892813,47898812,6000,-,102724532
chr1,8198518,8204517,6000,+,102724539
chr3,177813865,177819864,6000,+,102724550
chr1,8421645,8427644,6000,+,102724552
chr7,123621958,123627957,6000,-,102724555
chr21,43073944,43079943,6000,-,102724560
chr1,9179004,9185003,6000,+,102724571
chr2,85210623,85216622,6000,+,102724579
chr10,114991657,114997656,6000,+,102724589
chr21,43104588,43110587,6000,-,102724594
chr17,49358150,49364149,6000,+,102724596
chr1,174157166,174163165,6000,-,102724601
chr3,181439598,181445597,6000,-,102724604
chr8,63462831,63468830,6000,+,102724612
chr8,64366177,64372176,6000,-,102724623
chr18,53565439,53571438,6000,+,102724651
chr21,6558284,6564283,6000,+,102724652
chr1,11776620,11782619,6000,-,102724659
chr1,177348562,177354561,6000,+,102724661
chr12,81267669,81273668,6000,+,102724663
chr7,32809757,32815756,6000,+,102724668
chr21,38330422,38336421,6000,-,102724678
chr22,23323616,23329615,6000,+,102724679
chr2,105035497,105041496,6000,-,102724691
chr18,56028830,56034829,6000,+,102724698
chr3,186822522,186828521,6000,-,102724699
chr8,92652577,92658576,6000,-,102724710
chr2,207659375,207665374,6000,+,102724714
chr10,51065554,51071553,6000,-,102724719
chr7,63347060,63353059,6000,-,102724738
chr2,108214887,108220886,6000,-,102724774
chr4,155170716,155176715,6000,+,102724776
chr11,8765778,8771777,6000,+,102724784
chr8,96384439,96390438,6000,-,102724804
chr14,23558097,23564096,6000,+,102724814
chr2,210321759,210327758,6000,+,102724820
chr20,25621045,25627044,6000,+,102724826
chr22,26669747,26675746,6000,+,102724827
chr2,215450688,215456687,6000,+,102724849
chr5,99546432,99552431,6000,+,102724855
chr8,77396072,77402071,6000,+,102724874
chr14,26806340,26812339,6000,+,102724890
chr18,70334311,70340310,6000,-,102724895
chr9,43123164,43129163,6000,+,102724904
chr19,28603688,28609687,6000,+,102724908
chr18,71779282,71785281,6000,-,102724913
chr1,186420481,186426480,6000,+,102724919
chr16,3947587,3953586,6000,-,102724927
chr12,93170470,93176469,6000,+,102724933
chr21,7427659,7433658,6000,+,102724951
chr1,192954714,192960713,6000,-,102724954
chr11,15602484,15608483,6000,+,102724957
chr19,28962109,28968108,6000,+,102724958
chr15,31212622,31218621,6000,+,102725022
chr14,26595369,26601368,6000,+,102725045
chr6,31491936,31497935,6000,-,102725068
chr22,18843811,18849810,6000,+,102725072
chr2,212792300,212798299,6000,+,102725079
chr8,13626644,13632643,6000,+,102725080
chr5,20302565,20308564,6000,+,102725105
chr1,179696,185695,6000,+,102725121
chr7,12466621,12472620,6000,+,102725191
chr1,7386755,7392754,6000,-,102725193
chr19,18201730,18207729,6000,+,102725254
chr13,99496307,99502306,6000,-,102725509
chr7,55252636,55258635,6000,-,102725541
chr16,677224,683223,6000,+,10273
chr3,136749404,136755403,6000,-,10274
chr10,5409557,5415556,6000,+,10276
chr1,10029832,10035831,6000,+,10277
chr14,23362753,23368752,6000,-,10278
chr6,27244701,27250700,6000,+,10279
chr9,34634810,34640809,6000,-,10280
chr2,176174717,176180716,6000,+,102800310
chr2,6648105,6654104,6000,-,102800314
chr2,6647486,6653485,6000,-,102800315
chr1,199018038,199024037,6000,-,102800316
chr22,38395917,38401916,6000,-,102800317
chr9,1042625,1048624,6000,+,102800446
chr2,67083446,67089445,6000,+,102800447
chr21,38118361,38124360,6000,-,10281
chr7,94001383,94007382,6000,-,10282
chr5,64765930,64771929,6000,+,10283
chr13,21137514,21143513,6000,+,10284
chr10,110301939,110307938,6000,-,10285
chr1,114578630,114584629,6000,-,10286
chr20,64076989,64082988,6000,-,10287
chr3,40306707,40312706,6000,+,10289
chr9,21992302,21998301,6000,-,1029
chr2,219431843,219437842,6000,+,10290
chr22,30353920,30359919,6000,-,10291
chr3,49853575,49859574,6000,-,10293
chr16,46970675,46976674,6000,-,10294
chr16,31103107,31109106,6000,+,10295
chr4,1286887,1292886,6000,+,10296
chr19,1443302,1449301,6000,+,10297
chr19,39122770,39128769,6000,+,10298
chr5,10350695,10356694,6000,+,10299
chr1,154625014,154631013,6000,-,103
chr9,22006306,22012305,6000,-,1030
chr16,57732739,57738738,6000,+,10300
chr13,50079169,50085168,6000,+,10301
chr15,66494781,66500780,6000,-,10302
chr8,127241637,127247636,6000,+,103021164
chr8,127221477,127227476,6000,-,103021165
chr20,31718507,31724506,6000,+,103021294
chr1,205932128,205938127,6000,+,103021296
chr5,140589124,140595123,6000,-,10307
chr16,31870807,31876806,6000,+,10308
chr5,55230609,55236608,6000,-,10309
chr18,49811023,49817022,6000,+,103091864
chr21,39310935,39316934,6000,+,103091865
chr1,145213059,145219058,6000,-,103091866
chr1,50957745,50963744,6000,+,1031
chr6,41496033,41502032,6000,+,103106903
chr21,37264920,37270919,6000,-,10311
chr11,68036025,68042024,6000,+,10312
chr11,63678446,63684445,6000,+,10313
chr2,210474653,210480652,6000,-,10314
chr11,31823347,31829346,6000,+,103157000
chr2,231527446,231533445,6000,-,10316
chr8,127182244,127188243,6000,-,103164619
chr21,39553442,39559441,6000,+,10317
chr15,84419618,84425617,6000,+,103171574
chr5,151090578,151096577,6000,-,10318
chr9,131006174,131012173,6000,+,10319
chr13,52331295,52337294,6000,+,103191607
chr19,10566060,10572059,6000,-,1032
chr7,50301068,50307067,6000,+,10320
chr6,49741438,49747437,6000,-,10321
chr2,73211222,73217221,6000,+,10322
chr2,169506702,169512701,6000,+,10324
chrX,55714739,55720738,6000,+,10325
chr20,1617062,1623061,6000,-,10326
chr1,45547543,45553542,6000,+,10327
chr16,85796609,85802608,6000,-,10328
chr1,82900183,82906182,6000,+,103283057
chr12,63776842,63782841,6000,+,10329
chr14,54393849,54399848,6000,+,1033
chr12,56313120,56319119,6000,-,10330
chr19,17791828,17797827,6000,+,10331
chr11,38643385,38649384,6000,-,103312105
chr19,7760149,7766148,6000,+,10332
chr4,38853818,38859817,6000,-,10333
chr3,191422493,191428492,6000,+,103344926
chr1,180951888,180957887,6000,-,103344928
chr11,5242547,5248546,6000,-,103344929
chr3,138941021,138947020,6000,-,103344930
chr10,112820490,112826489,6000,+,103344931
chr2,113539695,113545694,6000,-,103344932
chr11,10690989,10696988,6000,-,10335
chr9,62798461,62804460,6000,+,103352539
chr6,139988095,139994094,6000,-,103352541
chr8,83400758,83406757,6000,+,103352670
chr4,702748,708747,6000,+,10336
chr3,100706331,100712330,6000,+,10342
chr22,46260344,46266343,6000,-,10343
chr7,75786897,75792896,6000,-,10344
chr6,123634094,123640093,6000,-,10345
chr11,5686697,5692696,6000,+,10346
chr19,1037101,1043100,6000,+,10347
chr17,69241847,69247846,6000,-,10349
chr17,69057950,69063949,6000,-,10350
chr2,218820090,218826089,6000,+,103504730
chr20,63916505,63922504,6000,+,103504732
chr3,60614871,60620870,6000,-,103504735
chr2,50693263,50699262,6000,-,103504737
chr17,68952393,68958392,6000,-,10351
chr1,119137672,119143671,6000,-,10352
chr11,8013521,8019520,6000,-,103581031
chr5,115813660,115819659,6000,-,1036
chr10,101780414,101786413,6000,-,10360
chr8,22021125,22027124,6000,+,10361
chr11,130867248,130873247,6000,-,103611081
chr1,218439626,218445625,6000,+,103611157
chr19,3569777,3575776,6000,+,10362
chr12,66127751,66133750,6000,+,103625681
chr13,97176623,97182622,6000,-,103625683
chr15,77417412,77423411,6000,+,10363
chr19,16321817,16327816,6000,+,10365
chr10,72623192,72629191,6000,-,10367
chr16,24252553,24258552,6000,+,10368
chr13,21221521,21227520,6000,+,103689843
chr8,34781028,34787027,6000,+,103689844
chr13,42811898,42817897,6000,-,103689845
chr5,129458077,129464076,6000,-,103689846
chr2,218354967,218360966,6000,-,103689911
chr17,61408556,61414555,6000,-,103689912
chr13,69218866,69224865,6000,+,103689913
chr13,50840614,50846613,6000,-,103689915
chr5,80619525,80625524,6000,-,103689917
chr4,117403166,117409165,6000,+,103689918
chr22,36700559,36706558,6000,-,10369
chr14,28762293,28768292,6000,-,103695363
chr11,125161610,125167609,6000,-,103695364
chr10,108194850,108200849,6000,-,103695365
chr13,37481770,37487769,6000,-,103695431
chr10,132959238,132965237,6000,-,103695432
chr3,165203929,165209928,6000,+,103695433
chr4,4841188,4847187,6000,+,103695434
chr11,27217114,27223113,6000,-,103695435
chr14,70695698,70701697,6000,+,103695436
chr6,139371649,139377648,6000,-,10370
chr7,84192446,84198445,6000,-,10371
chr13,81015176,81021175,6000,+,103724386
chr13,30419238,30425237,6000,-,103724387
chr13,79563678,79569677,6000,+,103724388
chr5,124435626,124441625,6000,-,103724389
chr7,153410986,153416985,6000,-,103724390
chr2,15917399,15923398,6000,+,103752554
chr1,217782121,217788120,6000,-,103752555
chr13,45698185,45704184,6000,-,103752581
chr13,62209577,62215576,6000,+,103752583
chr12,4273253,4279252,6000,-,103752584
chr9,74496128,74502127,6000,-,103752585
chr2,32571819,32577818,6000,-,103752586
chr16,86564762,86570761,6000,-,103752587
chr1,186677622,186683621,6000,+,103752588
chr17,50284856,50290855,6000,-,103752589
chr12,49128398,49134397,6000,-,10376
chrX,140781367,140787366,6000,-,1038
chr1,220087463,220093462,6000,-,10380
chr16,89916165,89922164,6000,+,10381
chr19,6499849,6505848,6000,-,10382
chr9,137238287,137244286,6000,+,10383
chr6,26437472,26443471,6000,+,10384
chr6,26380096,26386095,6000,+,10385
chr20,59930656,59936655,6000,-,10388
chrX,18351689,18357688,6000,-,10389
chr16,22428597,22434596,6000,-,1039
chr1,111136627,111142626,6000,+,10390
chr15,68575969,68581968,6000,+,10391
chr18,3258479,3264478,6000,+,103910
chr7,30475785,30481784,6000,-,10392
chr4,145095542,145101541,6000,-,10393
chr11,57378151,57384150,6000,-,10394
chr4,42654106,42660105,6000,-,10396
chr8,133299023,133305022,6000,-,10397
chr20,36538497,36544496,6000,+,10398
chr5,181245097,181251096,6000,-,10399
chr21,45070853,45076852,6000,+,104
chr4,84580127,84586126,6000,+,1040
chr17,17588709,17594708,6000,-,10400
chr1,145856837,145862836,6000,-,10401
chr3,98729236,98735235,6000,+,10402
chr18,2568557,2574556,6000,+,10403
chr8,96642242,96648241,6000,+,10404
chr20,45466753,45472752,6000,+,10406
chr2,15939250,15945249,6000,-,10408
chr5,17062598,17068597,6000,+,10409
chr11,324538,330537,6000,-,10410
chr12,47768041,47774040,6000,-,10411
chr5,74763991,74769990,6000,+,10412
chr11,102107447,102113446,6000,+,10413
chr12,63819157,63825156,6000,-,104169670
chr1,187069513,187075512,6000,+,104169671
chr4,1205963,1211962,6000,-,10417
chr11,13959723,13965722,6000,+,10418
chr14,22926409,22932408,6000,-,10419
chr1,45488164,45494163,6000,-,10420
chr16,30352309,30358308,6000,-,10421
chr9,135958374,135964373,6000,-,10422
chr16,29860415,29866414,6000,-,10423
chr4,128285830,128291829,6000,-,10424
chr3,48915821,48921820,6000,+,10425
chr8,122730805,122736804,6000,-,104266958
chr16,9452506,9458505,6000,-,104266959
chrX,131055147,131061146,6000,-,104266960
chr1,199013133,199019132,6000,+,104266961
chr10,42978508,42984507,6000,-,104266963
chr4,109430772,109436771,6000,+,10427
chr16,75461553,75467552,6000,-,10428
chr1,26314958,26320957,6000,+,1043
chr19,35542600,35548599,6000,+,10430
chr3,167389796,167395795,6000,+,104310350
chr5,74533977,74539976,6000,-,104310351
chr22,35228057,35234056,6000,-,104310353
chr11,66613582,66619581,6000,+,10432
chr8,143414679,143420678,6000,+,104326051
chr2,6837465,6843464,6000,-,104326052
chr13,93029972,93035971,6000,+,104326053
chr13,109397696,109403695,6000,+,104326054
chr11,116833117,116839116,6000,+,104326055
chr2,107751112,107757111,6000,+,104326057
chr4,145514119,145520118,6000,-,104326058
chr5,161998537,162004536,6000,-,104326188
chr13,75873886,75879885,6000,+,104326189
chr13,103417825,103423824,6000,+,104326190
chr2,172100006,172106005,6000,+,104326193
chr8,54099018,54105017,6000,-,10434
chr11,65311866,65317865,6000,+,10435
chr13,110962704,110968703,6000,+,104355135
chr5,54310564,54316563,6000,+,104355136
chr13,20099701,20105700,6000,+,104355137
chr7,20832376,20838375,6000,+,104355138
chr1,110079688,110085687,6000,+,104355139
chr13,85145122,85151121,6000,-,104355140
chr2,70884871,70890870,6000,+,104355141
chr1,52047918,52053917,6000,+,104355143
chr6,125815859,125821858,6000,-,104355145
chr13,110050285,110056284,6000,+,104355146
chr13,42839888,42845887,6000,-,104355147
chr13,99574112,99580111,6000,+,104355149
chr13,114330949,114336948,6000,-,104355150
chr2,188381314,188387313,6000,-,104355152
chr16,9441986,9447985,6000,-,104355218
chr12,113469003,113475002,6000,+,104355219
chr11,1988096,1994095,6000,+,104355220
chr4,132588064,132594063,6000,+,104355285
chr1,101320337,101326336,6000,+,104355286
chr2,33703886,33709885,6000,+,104355287
chr2,34186813,34192812,6000,+,104355288
chr3,164828481,164834480,6000,-,104355289
chr2,56044327,56050326,6000,-,104355290
chr7,115228356,115234355,6000,-,104355291
chr1,117269182,117275181,6000,+,104355292
chr13,63325130,63331129,6000,-,104355293
chr5,73469897,73475896,6000,-,104355294
chr10,50621943,50627942,6000,+,104355295
chr13,77603552,77609551,6000,-,104355296
chr17,68941531,68947530,6000,+,104355297
chr12,6967913,6973912,6000,+,10436
chr19,18170162,18176161,6000,+,10437
chr2,68107949,68113948,6000,-,10438
chr4,105175064,105181063,6000,-,104384744
chr9,135072422,135078421,6000,+,10439
chr5,150163778,150169777,6000,+,1044
chr1,201952503,201958502,6000,+,10440
chr3,114870114,114876113,6000,+,104413890
chr13,113125881,113131880,6000,-,104413892
chr13,32535886,32541885,6000,-,10443
chr9,128769415,128775414,6000,-,10444
chr12,49565146,49571145,6000,-,10445
chr1,204682739,204688738,6000,-,10446
chr7,121393365,121399364,6000,-,10447
chr4,4478701,4484700,6000,-,104472519
chr15,69567785,69573784,6000,+,104472713
chr1,231922834,231928833,6000,+,104472714
chr15,24952034,24958033,6000,+,104472715
chr1,119044405,119050404,6000,+,104472716
chr19,23413076,23419075,6000,-,104472717
chr12,127980855,127986854,6000,-,104472718
chr18,49810954,49816953,6000,-,10449
chr13,27966316,27972315,6000,-,1045
chr1,39689182,39695181,6000,+,10450
chr3,71286769,71292768,6000,+,104502416
chr22,39473823,39479822,6000,-,104502417
chr1,107962181,107968180,6000,-,10451
chr19,44887569,44893568,6000,+,10452
chr22,39396778,39402777,6000,+,10454
chr15,70612547,70618546,6000,+,104548972
chr15,70632249,70638248,6000,+,104548973
chr6,4132598,4138597,6000,-,10455
chr1,154269511,154275510,6000,+,10456
chr15,99011526,99017525,6000,+,104564224
chr7,23232967,23238966,6000,+,10457
chr17,81032122,81038121,6000,+,10458
chr1,11688651,11694650,6000,-,10459
chrX,73444254,73450253,6000,+,1046
chr4,1709891,1715890,6000,+,10460
chr2,111895607,111901606,6000,+,10461
chr15,92468547,92474546,6000,-,104613533
chr17,7077308,7083307,6000,-,10462
chr4,41987502,41993501,6000,+,10463
chr13,72779133,72785132,6000,+,10464
chr1,42655423,42661422,6000,+,10465
chr7,101215165,101221164,6000,+,10467
chr5,53477626,53483625,6000,+,10468
chr19,7940668,7946667,6000,-,10469
chr4,140424662,140430661,6000,-,1047
chr1,244045939,244051938,6000,+,10472
chr6,26535366,26541365,6000,+,10473
chr3,9790012,9796011,6000,-,10474
chr6,25959802,25965801,6000,+,10475
chr17,75043986,75049985,6000,-,10476
chr2,180964248,180970247,6000,+,10477
chr22,40816400,40822399,6000,-,10478
chrX,135970841,135976840,6000,+,10479
chrX,120116701,120122700,6000,-,104797536
chr2,16010928,16016927,6000,+,104797537
chr3,178934353,178940352,6000,-,104797538
chrX,15599881,15605880,6000,+,104798195
chr19,41705585,41711584,6000,+,1048
chr11,32580798,32586797,6000,+,10480
chr17,48726179,48732178,6000,-,10481
chr11,62803303,62809302,6000,-,10482
chr20,18504520,18510519,6000,+,10483
chr14,39106647,39112646,6000,-,10484
chr1,156453614,156459613,6000,-,10485
chr6,17390505,17396504,6000,+,10486
chr1,40037233,40043232,6000,+,10487
chr9,35729598,35735597,6000,+,10488
chr1,46300609,46306608,6000,-,10489
chr14,67671821,67677820,6000,-,10490
chr3,33110979,33116978,6000,+,10491
chr6,85640793,85646792,6000,-,10492
chr17,43022124,43028123,6000,-,10493
chr2,241506731,241512730,6000,-,10494
chrX,130900318,130906317,6000,-,10495
chr18,3258851,3264850,6000,-,104968399
chr9,35158992,35164991,6000,+,10497
chr19,10868513,10874512,6000,+,10498
chr8,70400809,70406808,6000,-,10499
chr10,1734526,1740525,6000,-,105
chr19,33299535,33305534,6000,-,1050
chr1,151143665,151149664,6000,-,10500
chr19,4556685,4562684,6000,-,10501
chr2,74651228,74657227,6000,+,10505
chr9,89495131,89501130,6000,-,10507
chr15,90157604,90163603,6000,+,10509
chr20,50187830,50193829,6000,+,1051
chr7,80919360,80925359,6000,-,10512
chr17,60523243,60529242,6000,-,10513
chr17,4552632,4558631,6000,-,10514
chr14,91944988,91950987,6000,-,10516
chr17,18741026,18747025,6000,+,10517
chr15,78128536,78134535,6000,-,10518
chr15,90231048,90237047,6000,-,10519
chr8,47735165,47741164,6000,-,1052
chr19,57627395,57633394,6000,+,10520
chr22,38504661,38510660,6000,-,10521
chr19,17402686,17408685,6000,+,105221694
chr19,16539438,16545437,6000,-,10523
chr11,65708996,65714995,6000,+,10524
chr12,30692870,30698869,6000,-,10526
chr11,9381652,9387651,6000,+,10527
chr17,76668942,76674941,6000,+,105274304
chr20,2649593,2655592,6000,+,10528
chr10,21171188,21177187,6000,-,10529
chr14,23116617,23122616,6000,-,1053
chr10,3169842,3175841,6000,-,10531
chr3,11269309,11275308,6000,+,10533
chr11,65567460,65573459,6000,+,10534
chr19,12799063,12805062,6000,+,10535
chr12,6825407,6831406,6000,+,10536
chr1,143742249,143748248,6000,+,105369140
chr7,81567383,81573382,6000,-,105369146
chr8,103295773,103301772,6000,-,105369147
chr12,65555690,65561689,6000,-,105369187
chr4,88281507,88287506,6000,+,105369192
chr1,120960645,120966644,6000,+,105369199
chr15,100846561,100852560,6000,+,105369201
chr20,62228922,62234921,6000,+,105369209
chr15,96132470,96138469,6000,-,105369212
chr21,36101881,36107880,6000,+,105369306
chr11,62829234,62835233,6000,+,105369332
chr11,64242961,64248960,6000,+,105369340
chr11,64890450,64896449,6000,-,105369343
chr11,75580196,75586195,6000,+,105369391
chr11,87716412,87722411,6000,-,105369423
chr11,92912645,92918644,6000,-,105369431
chr11,94737356,94743355,6000,-,105369438
chr11,96505425,96511424,6000,+,105369443
chr11,106129117,106135116,6000,-,105369473
chr11,110352130,110358129,6000,+,105369486
chr11,111176642,111182641,6000,-,105369490
chr11,115393756,115399755,6000,+,105369507
chr11,115330577,115336576,6000,+,105369509
chr11,125589569,125595568,6000,-,105369550
chr11,128205749,128211748,6000,+,105369564
chr12,583487,589486,6000,-,105369595
chr12,6886359,6892358,6000,-,105369632
chr12,6960246,6966245,6000,+,105369635
chr12,17587050,17593049,6000,-,105369678
chr12,20133126,20139125,6000,-,105369684
chr12,22622016,22628015,6000,-,105369691
chr12,31956317,31962316,6000,-,105369723
chr12,9645085,9651084,6000,-,105369728
chr12,40153113,40159112,6000,+,105369734
chr12,42643583,42649582,6000,+,105369738
chr12,42684195,42690194,6000,+,105369739
chr12,43152315,43158314,6000,+,105369740
chr12,48995367,49001366,6000,+,105369758
chr12,65586111,65592110,6000,+,105369807
chr12,66028067,66034066,6000,-,105369810
chr12,76256836,76262835,6000,+,105369848
chr12,78356747,78362746,6000,-,105369860
chr12,79931901,79937900,6000,+,105369865
chr12,89944693,89950692,6000,+,105369891
chr12,90277894,90283893,6000,+,105369893
chr12,93940604,93946603,6000,-,105369911
chr12,95800097,95806096,6000,+,105369920
chr12,95855840,95861839,6000,-,105369921
chr12,105324018,105330017,6000,-,105369954
chr12,51845223,51851222,6000,+,105369971
chr12,110954821,110960820,6000,-,105369980
chr12,114238771,114244770,6000,-,105369996
chr12,118758740,118764739,6000,-,105370014
chr12,118830537,118836536,6000,-,105370016
chr12,119173485,119179484,6000,-,105370024
chr12,126188151,126194150,6000,+,105370059
chr12,127281329,127287328,6000,-,105370065
chr12,128024167,128030166,6000,-,105370070
chr12,130067325,130073324,6000,+,105370078
chr12,131658824,131664823,6000,-,105370085
chr13,33332278,33338277,6000,-,105370154
chr13,34344986,34350985,6000,+,105370158
chr13,42336188,42342187,6000,+,105370177
chr13,44144763,44150762,6000,-,105370183
chr13,65863070,65869069,6000,+,105370242
chr13,24538721,24544720,6000,-,105370295
chr13,88139867,88145866,6000,+,105370306
chr13,89497510,89503509,6000,-,105370308
chr13,100085951,100091950,6000,-,105370333
chr13,111593009,111599008,6000,+,105370369
chr14,22554063,22560062,6000,-,105370400
chr14,22479960,22485959,6000,-,105370401
chr14,28782799,28788798,6000,-,105370424
chr14,30570630,30576629,6000,-,105370431
chr14,31941853,31947852,6000,+,105370439
chr14,39100140,39106139,6000,+,105370458
chr14,44504385,44510384,6000,+,105370473
chr14,45712953,45718952,6000,-,105370479
chr14,50818880,50824879,6000,+,105370489
chr14,51394136,51400135,6000,-,105370496
chr14,61748100,61754099,6000,-,105370526
chr14,76956638,76962637,6000,+,105370578
chr14,79196982,79202981,6000,+,105370586
chr14,85382927,85388926,6000,+,105370605
chr14,87652295,87658294,6000,-,105370611
chr14,90694333,90700332,6000,+,105370622
chr14,96735021,96741020,6000,+,105370646
chr14,97151857,97157856,6000,+,105370648
chr14,102542254,102548253,6000,+,105370681
chr14,103120008,103126007,6000,-,105370683
chr14,104134899,104140898,6000,-,105370708
chr15,23909411,23915410,6000,+,105370731
chr15,34668096,34674095,6000,-,105370762
chr15,41889777,41895776,6000,+,105370792
chr15,45702078,45708077,6000,+,105370802
chr15,53113365,53119364,6000,+,105370822
chr15,55053723,55059722,6000,+,105370829
chr15,70502929,70508928,6000,-,105370880
chr15,72471210,72477209,6000,-,105370888
chr15,74376083,74382082,6000,+,105370894
chr15,39779571,39785570,6000,+,105370941
chr15,40903811,40909810,6000,+,105370943
chr15,86929880,86935879,6000,+,105370954
chr15,90099649,90105648,6000,+,105370966
chr15,98000038,98006037,6000,+,105371008
chr15,98417999,98423998,6000,-,105371011
chr15,101331437,101337436,6000,+,105371027
chr16,646201,652200,6000,-,105371038
chr16,1428035,1434034,6000,+,105371045
chr16,1577527,1583526,6000,+,105371046
chr16,2088436,2094435,6000,+,105371049
chr16,11342212,11348211,6000,-,105371083
chr16,22379436,22385435,6000,+,105371130
chr16,24233104,24239103,6000,+,105371142
chr16,31550605,31556604,6000,-,105371173
chr16,676778,682777,6000,-,105371184
chr16,47962620,47968619,6000,+,105371238
chr1,146341791,146347790,6000,-,105371242
chr16,50392134,50398133,6000,-,105371248
chr16,50803668,50809667,6000,+,105371252
chr1,145923590,145929589,6000,+,105371260
chr16,53049874,53055873,6000,-,105371267
chr16,71423465,71429464,6000,-,105371333
chr16,71510863,71516862,6000,+,105371335
chr16,75723491,75729490,6000,-,105371346
chr16,84464362,84470361,6000,-,105371374
chr16,89293128,89299127,6000,+,105371414
chr1,150156405,150162404,6000,+,105371433
chr1,157922974,157928973,6000,+,105371458
chr17,2014716,2020715,6000,+,105371485
chr17,3974103,3980102,6000,+,105371496
chr17,5466092,5472091,6000,+,105371506
chr17,13303772,13309771,6000,-,105371541
chr17,16985329,16991328,6000,+,105371562
chr17,17674689,17680688,6000,-,105371564
chr17,20630235,20636234,6000,-,105371582
chr1,166487308,166493307,6000,-,105371590
chr17,2709309,2715308,6000,+,105371592
chr1,170170865,170176864,6000,+,105371609
chr1,182709862,182715861,6000,+,105371644
chr1,191225468,191231467,6000,-,105371660
chr1,196062236,196068235,6000,-,105371673
chr17,27988788,27994787,6000,-,105371708
chr17,32140136,32146135,6000,-,105371730
chr17,35565076,35571075,6000,+,105371743
chr17,39024111,39030110,6000,-,105371766
chr17,44112912,44118911,6000,+,105371789
chr17,45168486,45174485,6000,-,105371795
chr17,48291335,48297334,6000,+,105371807
chr17,48905984,48911983,6000,-,105371814
chr17,50535762,50541761,6000,-,105371824
chr17,51333737,51339736,6000,+,105371828
chr17,52387515,52393514,6000,+,105371830
chr17,52859121,52865120,6000,+,105371831
chr17,60076309,60082308,6000,+,105371849
chr17,62696244,62702243,6000,+,105371855
chr17,69498756,69504755,6000,-,105371880
chr17,76966157,76972156,6000,-,105371899
chr17,79816083,79822082,6000,+,105371919
chr17,81225707,81231706,6000,+,105371925
chr18,3380533,3386532,6000,-,105371964
chr18,5078171,5084170,6000,+,105371969
chr18,11451478,11457477,6000,+,105371994
chr18,12429897,12435896,6000,+,105371998
chr18,24722762,24728761,6000,+,105372028
chr18,24984920,24990919,6000,-,105372030
chr18,27592165,27598164,6000,-,105372038
chr18,37270706,37276705,6000,+,105372068
chr18,36920815,36926814,6000,-,105372069
chr18,39838709,39844708,6000,+,105372079
chr18,55449533,55455532,6000,+,105372127
chr18,57168195,57174194,6000,-,105372138
chr18,58805468,58811467,6000,+,105372147
chr18,69466931,69472930,6000,+,105372179
chr18,76206422,76212421,6000,+,105372207
chr19,11200628,11206627,6000,+,105372273
chr19,12684998,12690997,6000,+,105372280
chr19,14367197,14373196,6000,-,105372288
chr19,16062737,16068736,6000,+,105372292
chr19,35944115,35950114,6000,+,105372383
chr19,45089636,45095635,6000,-,105372419
chr19,50790143,50796142,6000,-,105372440
chr19,50827530,50833529,6000,+,105372441
chr19,51268266,51274265,6000,+,105372444
chr19,57277335,57283334,6000,-,105372476
chr19,58324249,58330248,6000,-,105372480
chr19,58302319,58308318,6000,+,105372481
chr19,58359583,58365582,6000,+,105372483
chr20,1115468,1121467,6000,-,105372493
chr20,6733327,6739326,6000,-,105372516
chr20,21103515,21109514,6000,-,105372556
chr20,22682345,22688344,6000,-,105372566
chr20,25694003,25700002,6000,+,105372582
chr20,43891720,43897719,6000,+,105372626
chr20,45417421,45423420,6000,+,105372631
chr20,53605354,53611353,6000,+,105372672
chr20,56574563,56580562,6000,+,105372682
chr21,19897044,19903043,6000,-,105372746
chr21,24303939,24309938,6000,+,105372751
chr21,44247813,44253812,6000,+,105372833
chr21,45590654,45596653,6000,+,105372840
chr1,208725665,208731664,6000,+,105372893
chr1,208969454,208975453,6000,+,105372894
chr1,209322392,209328391,6000,+,105372897
chr1,218915715,218921714,6000,-,105372925
chr1,221975524,221981523,6000,-,105372950
chr22,27222135,27228134,6000,-,105372978
chr22,31967823,31973822,6000,+,105372999
chr22,33101330,33107329,6000,+,105373006
chr22,36700918,36706917,6000,+,105373021
chr22,41557906,41563905,6000,-,105373044
chr22,43209674,43215673,6000,+,105373051
chr22,43397331,43403330,6000,+,105373054
chr22,50735140,50741139,6000,-,105373100
chr1,226080590,226086589,6000,+,105373113
