"","seqnames","start","end","width","strand","gene_id"
"4001","chr6",88872768,88878767,6000,"-","1268"
"4002","chr1",85524993,85530992,6000,"+","126820"
"4003","chr1",161065151,161071150,6000,"+","126823"
"4004","chr1",179331855,179337854,6000,"+","126859"
"4005","chr1",116651376,116657375,6000,"+","126868"
"4006","chr1",24236818,24242817,6000,"-","1269"
"4007","chr1",19279827,19285826,6000,"-","126917"
"4008","chr1",95282898,95288897,6000,"+","126969"
"4009","chr4",100062450,100068449,6000,"-","127"
"4010","chr11",58387146,58393145,6000,"+","1270"
"4011","chr1",110023561,110029560,6000,"+","127002"
"4012","chr1",109653480,109659479,6000,"-","127003"
"4013","chr1",219344192,219350191,6000,"+","127018"
"4014","chr1",248305450,248311449,6000,"+","127059"
"4015","chr1",248363370,248369369,6000,"+","127062"
"4016","chr1",248455881,248461880,6000,"-","127064"
"4017","chr1",248509077,248515076,6000,"+","127066"
"4018","chr1",248735059,248741058,6000,"-","127068"
"4019","chr1",248754070,248760069,6000,"-","127069"
"4020","chr1",248521883,248527882,6000,"+","127074"
"4021","chr1",248787430,248793429,6000,"-","127077"
"4022","chr9",34587139,34593138,6000,"-","1271"
"4023","chr1",198507076,198513075,6000,"-","127124"
"4024","chr12",41083244,41089243,6000,"+","1272"
"4025","chr1",76395117,76401116,6000,"-","127247"
"4026","chr1",75195836,75201835,6000,"+","127253"
"4027","chr1",75136423,75142422,6000,"-","127254"
"4028","chr1",74660872,74666871,6000,"-","127255"
"4029","chr1",3538556,3544555,6000,"+","127262"
"4030","chr1",2514899,2520898,6000,"+","127281"
"4031","chr1",24435666,24441665,6000,"-","127294"
"4032","chr1",46969668,46975667,6000,"+","127343"
"4033","chr1",159502798,159508797,6000,"-","127385"
"4034","chr1",40710573,40716572,6000,"+","127391"
"4035","chr1",40994233,41000232,6000,"+","127396"
"4036","chr1",54516274,54522273,6000,"+","127428"
"4037","chr1",53524724,53530723,6000,"+","127435"
"4038","chr1",100640830,100646829,6000,"-","127495"
"4039","chr1",35222342,35228341,6000,"+","127534"
"4040","chr1",34323076,34329075,6000,"+","127540"
"4041","chr1",33427287,33433286,6000,"-","127544"
"4042","chr1",33783700,33789699,6000,"-","127550"
"4043","chr1",155003258,155009257,6000,"-","127579"
"4044","chr1",225114356,225120355,6000,"+","127602"
"4045","chr1",247612285,247618284,6000,"-","127623"
"4046","chr1",182027848,182033847,6000,"-","127665"
"4047","chr1",182366752,182372751,6000,"-","127670"
"4048","chr1",38270473,38276472,6000,"+","127687"
"4049","chr17",48276001,48282000,6000,"-","1277"
"4050","chr1",36913087,36919086,6000,"-","127700"
"4051","chr1",36181791,36187790,6000,"-","127703"
"4052","chr1",18804424,18810423,6000,"+","127707"
"4053","chr1",20614412,20620411,6000,"+","127731"
"4054","chr1",20509578,20515577,6000,"+","127733"
"4055","chr1",60536443,60542442,6000,"-","127795"
"4056","chr7",94020873,94026872,6000,"+","1278"
"4057","chr1",202110872,202116871,6000,"-","127829"
"4058","chr1",202676552,202682551,6000,"-","127833"
"4059","chr1",204335848,204341847,6000,"-","127841"
"4060","chr1",204180221,204186220,6000,"-","127845"
"4061","chr1",162463964,162469963,6000,"+","127933"
"4062","chr1",161688334,161694333,6000,"+","127943"
"4063","chr4",100006932,100012931,6000,"-","128"
"4064","chr12",48395286,48401285,6000,"-","1280"
"4065","chr1",241812580,241818579,6000,"+","128025"
"4066","chr1",231373925,231379924,6000,"-","128061"
"4067","chr1",145474085,145480084,6000,"+","128077"
"4068","chr2",189836099,189842098,6000,"+","1281"
"4069","chr1",120103503,120109502,6000,"+","128102"
"4070","chr1",217801695,217807694,6000,"+","128153"
"4071","chr1",236554680,236560679,6000,"+","128178"
"4072","chr13",110956497,110962496,6000,"-","1282"
"4073","chr1",44511030,44517029,6000,"+","128209"
"4074","chr1",43732665,43738664,6000,"+","128218"
"4075","chr1",156304105,156310104,6000,"+","128229"
"4076","chr1",156539397,156545396,6000,"-","128239"
"4077","chr1",156558558,156564557,6000,"+","128240"
"4078","chr1",16536105,16542104,6000,"-","128272"
"4079","chr1",228294014,228300013,6000,"-","128308"
"4080","chr1",228642808,228648807,6000,"+","128312"
"4081","chr1",111679839,111685838,6000,"-","128338"
"4082","chr1",111886195,111892194,6000,"+","128344"
"4083","chr1",112013604,112019603,6000,"+","128346"
"4084","chr1",158366257,158372256,6000,"-","128360"
"4085","chr1",158530395,158536394,6000,"-","128366"
"4086","chr1",158546690,158552689,6000,"-","128367"
"4087","chr1",158573229,158579228,6000,"+","128368"
"4088","chr1",158721606,158727605,6000,"+","128371"
"4089","chr1",158733473,158739472,6000,"-","128372"
"4090","chr1",212962170,212968169,6000,"+","128387"
"4091","chr13",110956631,110962630,6000,"+","1284"
"4092","chr20",61635388,61641387,6000,"-","128408"
"4093","chr20",61882893,61888892,6000,"-","128414"
"4094","chr20",36528499,36534498,6000,"+","128434"
"4095","chr20",37072297,37078296,6000,"+","128439"
"4096","chr20",42936890,42942889,6000,"-","128486"
"4097","chr20",43750107,43756106,6000,"-","128488"
"4098","chr20",44513239,44519238,6000,"-","128497"
"4099","chr2",228026281,228032280,6000,"+","1285"
"4100","chr20",45176214,45182213,6000,"-","128506"
"4101","chr20",51585946,51591945,6000,"+","128553"
"4102","chr2",228026276,228032275,6000,"-","1286"
"4103","chr20",56722983,56728982,6000,"+","128602"
"4104","chr20",57763075,57769074,6000,"+","128611"
"4105","chr20",440188,446187,6000,"-","128637"
"4106","chr20",1535344,1541343,6000,"-","128646"
"4107","chr20",2792633,2798632,6000,"+","128653"
"4108","chr20",5294379,5300378,6000,"-","128674"
"4109","chrX",107680074,107686073,6000,"+","1287"
"4110","chr20",10412951,10418950,6000,"+","128710"
"4111","chrX",107679705,107685704,6000,"-","1288"
"4112","chr20",23417322,23423321,6000,"+","128817"
"4113","chr20",23546387,23552386,6000,"-","128821"
"4114","chr20",23583611,23589610,6000,"-","128822"
"4115","chr20",61144660,61150659,6000,"+","128826"
"4116","chr20",30455480,30461479,6000,"-","128853"
"4117","chr20",30775164,30781163,6000,"-","128854"
"4118","chr20",31616454,31622453,6000,"+","128859"
"4119","chr20",31802135,31808134,6000,"+","128861"
"4120","chr20",32247092,32253091,6000,"+","128864"
"4121","chr20",32396110,32402109,6000,"+","128866"
"4122","chr20",33262090,33268089,6000,"-","128869"
"4123","chr20",33419266,33425265,6000,"-","128872"
"4124","chr20",33877226,33883225,6000,"-","128876"
"4125","chr9",137530651,137536650,6000,"+","1289"
"4126","chr22",17486113,17492112,6000,"-","128954"
"4127","chr22",19432756,19438755,6000,"-","128977"
"4128","chr22",20001554,20007553,6000,"+","128989"
"4129","chr2",190041606,190047605,6000,"-","1290"
"4130","chr22",22871614,22877613,6000,"-","129025"
"4131","chr22",25199136,25205135,6000,"+","129049"
"4132","chr22",29598901,29604900,6000,"+","129080"
"4133","chr21",47398663,47404662,6000,"+","1291"
"4134","chr22",38237354,38243353,6000,"-","129138"
"4135","chr21",47515033,47521032,6000,"+","1292"
"4136","chr2",48664908,48670907,6000,"+","129285"
"4137","chr2",85105370,85111369,6000,"-","129293"
"4138","chr2",238319851,238325850,6000,"-","1293"
"4139","chr2",85826823,85832822,6000,"-","129303"
"4140","chr3",48629594,48635593,6000,"-","1294"
"4141","chr2",183981750,183987749,6000,"+","129401"
"4142","chr2",167741997,167747996,6000,"+","129446"
"4143","chr2",200817460,200823459,6000,"-","129450"
"4144","chr3",99354440,99360439,6000,"+","1295"
"4145","chr2",101083944,101089943,6000,"+","129521"
"4146","chr2",99918219,99924218,6000,"-","129530"
"4147","chr2",99794493,99800492,6000,"-","129531"
"4148","chr2",232823293,232829292,6000,"+","129563"
"4149","chr1",36562851,36568850,6000,"-","1296"
"4150","chr2",7003767,7009766,6000,"-","129607"
"4151","chr2",9140877,9146876,6000,"-","129642"
"4152","chr2",124779864,124785863,6000,"+","129684"
"4153","chr6",42015251,42021250,6000,"+","129685"
"4154","chr6",71009787,71015786,6000,"-","1297"
"4155","chr2",674440,680439,6000,"-","129787"
"4156","chr7",156430349,156436348,6000,"-","129790"
"4157","chr1",40780061,40786060,6000,"-","1298"
"4158","chr2",112892962,112898961,6000,"+","129804"
"4159","chr2",242747160,242753159,6000,"+","129807"
"4160","chr2",178974182,178980181,6000,"+","129831"
"4161","chr2",54555071,54561070,6000,"+","129852"
"4162","chr2",96254766,96260765,6000,"+","129868"
"4163","chr2",170333006,170339005,6000,"+","129880"
"4164","chr2",170547932,170553931,6000,"-","129881"
"4165","chr20",61445414,61451413,6000,"+","1299"
"4166","chr3",151528861,151534860,6000,"+","13"
"4167","chr4",100137404,100143403,6000,"-","130"
"4168","chr6",116444297,116450296,6000,"-","1300"
"4169","chr2",135593186,135599185,6000,"+","130013"
"4170","chr2",203733372,203739371,6000,"-","130026"
"4171","chr2",131848005,131854004,6000,"-","130074"
"4172","chr7",141615676,141621675,6000,"+","130075"
"4173","chr1",103571053,103577052,6000,"-","1301"
"4174","chr2",26861212,26867211,6000,"-","130106"
"4175","chr2",79249812,79255811,6000,"+","130120"
"4176","chr2",198537585,198543584,6000,"-","130132"
"4177","chr2",55456700,55462699,6000,"-","130162"
"4178","chr2",43861439,43867438,6000,"+","130271"
"4179","chr6",75912624,75918623,6000,"-","1303"
"4180","chr2",224699320,224705319,6000,"-","130340"
"4181","chr2",120121405,120127404,6000,"-","130355"
"4182","chr2",223286322,223292321,6000,"+","130367"
"4183","chr2",158482400,158488399,6000,"-","130399"
"4184","chr2",19555373,19561372,6000,"-","130497"
"4185","chr10",71558644,71564643,6000,"+","1305"
"4186","chr2",20098745,20104744,6000,"-","130502"
"4187","chr2",170681018,170687017,6000,"+","130507"
"4188","chr2",201371793,201377792,6000,"-","130535"
"4189","chr2",202219122,202225121,6000,"-","130540"
"4190","chr2",27600612,27606611,6000,"-","130557"
"4191","chr2",231857839,231863838,6000,"+","130560"
"4192","chr2",150183499,150189498,6000,"+","130574"
"4193","chr2",149891981,149897980,6000,"+","130576"
"4194","chr2",38890052,38896051,6000,"+","130589"
"4195","chr9",101702995,101708994,6000,"+","1306"
"4196","chr2",220405385,220411384,6000,"+","130612"
"4197","chr2",220068506,220074505,6000,"+","130617"
"4198","chr1",32166769,32172768,6000,"-","1307"
"4199","chr2",39889638,39895637,6000,"+","130733"
"4200","chr2",207801278,207807277,6000,"+","130749"
"4201","chr2",207627051,207633050,6000,"-","130752"
"4202","chr10",105842639,105848638,6000,"-","1308"
"4203","chr2",11270179,11276178,6000,"+","130813"
"4204","chr2",11292540,11298539,6000,"+","130814"
"4205","chr2",103350394,103356393,6000,"+","130827"
"4206","chr2",61401553,61407552,6000,"+","130872"
"4207","chr2",230784207,230790206,6000,"+","130888"
"4208","chr2",242038748,242044747,6000,"-","130916"
"4209","chr2",159310266,159316265,6000,"-","130940"
"4210","chr2",74872458,74878457,6000,"-","130951"
"4211","chr4",100353668,100359667,6000,"-","131"
"4212","chr6",70573448,70579447,6000,"+","1310"
"4213","chr3",132001255,132007254,6000,"-","131034"
"4214","chr3",122099075,122105074,6000,"-","131076"
"4215","chr3",19187017,19193016,6000,"+","131096"
"4216","chr19",18899115,18905114,6000,"-","1311"
"4217","chr3",180704563,180710562,6000,"-","131118"
"4218","chr3",161211596,161217595,6000,"+","131149"
"4219","chr3",58649562,58655561,6000,"-","131177"
"4220","chr22",19926263,19932262,6000,"+","1312"
"4221","chr3",101815088,101821087,6000,"+","131368"
"4222","chr3",42449066,42455065,6000,"-","131375"
"4223","chr3",42724011,42730010,6000,"+","131377"
"4224","chr1",160310355,160316354,6000,"-","1314"
"4225","chr3",32856510,32862509,6000,"+","131405"
"4226","chr3",184050717,184056716,6000,"+","131408"
"4227","chr3",112690938,112696937,6000,"-","131450"
"4228","chr3",14163372,14169371,6000,"-","131474"
"4229","chr11",14518442,14524441,6000,"-","1315"
"4230","chr3",195935301,195941300,6000,"-","131540"
"4231","chr3",97537884,97543883,6000,"+","131544"
"4232","chr3",98617534,98623533,6000,"-","131566"
"4233","chr3",194087473,194093472,6000,"-","131578"
"4234","chr3",194403622,194409621,6000,"+","131583"
"4235","chr10",3824474,3830473,6000,"-","1316"
"4236","chr3",127306603,127312602,6000,"-","131601"
"4237","chr3",44900408,44906407,6000,"+","131616"
"4238","chr3",126233617,126239616,6000,"-","131669"
"4239","chr9",115980808,115986807,6000,"+","1317"
"4240","chr9",115910238,115916237,6000,"+","1318"
"4241","chr3",150418743,150424742,6000,"-","131831"
"4242","chr3",131097515,131103514,6000,"+","131870"
"4243","chr3",130276178,130282177,6000,"+","131873"
"4244","chr3",141494043,141500042,6000,"+","131890"
"4245","chr3",101234711,101240710,6000,"+","131909"
"4246","chr3",190164666,190170665,6000,"-","131920"
"4247","chr3",15466043,15472042,6000,"-","131965"
"4248","chr10",75907943,75913942,6000,"+","132"
"4249","chr3",11885353,11891352,6000,"-","132001"
"4250","chr3",9941296,9947295,6000,"+","132014"
"4251","chr3",186912274,186918273,6000,"+","132112"
"4252","chr3",51934387,51940386,6000,"-","132141"
"4253","chr3",52318836,52324835,6000,"+","132158"
"4254","chr3",52276809,52282808,6000,"+","132160"
"4255","chr3",63802041,63808040,6000,"+","132200"
"4256","chr3",63635344,63641343,6000,"+","132203"
"4257","chr3",63260914,63266913,6000,"+","132204"
"4258","chr3",50313518,50319517,6000,"+","132228"
"4259","chr3",129115283,129121282,6000,"-","132241"
"4260","chr3",129259057,129265056,6000,"+","132243"
"4261","chr4",48905816,48911815,6000,"-","132299"
"4262","chr4",130011765,130017764,6000,"-","132320"
"4263","chr4",130011829,130017828,6000,"+","132321"
"4264","chr4",122683341,122689340,6000,"-","132332"
"4265","chr4",135119904,135125903,6000,"-","132430"
"4266","chr1",10506776,10512775,6000,"+","1325"
"4267","chr10",30719950,30725949,6000,"+","1326"
"4268","chr4",123297121,123303120,6000,"+","132612"
"4269","chr4",188913925,188919924,6000,"+","132625"
"4270","chr4",83931041,83937040,6000,"-","132660"
"4271","chr4",52914593,52920592,6000,"+","132671"
"4272","chr16",85830173,85836172,6000,"+","1327"
"4273","chr4",113063553,113069552,6000,"+","132720"
"4274","chr4",69108413,69114412,6000,"-","132724"
"4275","chr4",44725652,44731651,6000,"-","132789"
"4276","chr4",177113823,177119822,6000,"-","132851"
"4277","chr4",15001298,15007297,6000,"+","132864"
"4278","chr4",5708276,5714275,6000,"-","132884"
"4279","chr2",98259521,98265520,6000,"+","1329"
"4280","chr4",57368375,57374374,6000,"+","132946"
"4281","chr4",57250639,57256638,6000,"-","132949"
"4282","chr4",56455380,56461379,6000,"-","132954"
"4283","chr4",87810576,87816575,6000,"-","132989"
"4284","chr11",10323642,10329641,6000,"+","133"
"4285","chr4",20694905,20700904,6000,"+","133015"
"4286","chr4",118003737,118009736,6000,"-","133022"
"4287","chr4",4225622,4231621,6000,"-","133060"
"4288","chr4",185136115,185142114,6000,"-","133121"
"4289","chr4",103995440,104001439,6000,"-","133308"
"4290","chr5",56202087,56208086,6000,"+","133383"
"4291","chr5",55144207,55150206,6000,"+","133396"
"4292","chr5",49734235,49740234,6000,"-","133418"
"4293","chr5",101831721,101837720,6000,"-","133482"
"4294","chr5",173397785,173403784,6000,"+","133491"
"4295","chr5",149106815,149112814,6000,"+","133522"
"4296","chr5",41068445,41074444,6000,"-","133558"
"4297","chr5",38255511,38261510,6000,"+","133584"
"4298","chr5",126850309,126856308,6000,"+","133619"
"4299","chr5",36239259,36245258,6000,"-","133686"
"4300","chr5",35998131,36004130,6000,"-","133688"
"4301","chr5",35935882,35941881,6000,"-","133690"
"4302","chr12",120872893,120878892,6000,"+","1337"
"4303","chr5",78528925,78534924,6000,"+","133746"
"4304","chr5",169656950,169662949,6000,"+","133874"
"4305","chr16",31436750,31442749,6000,"-","1339"
"4306","chr5",121462215,121468214,6000,"+","133923"
"4307","chr5",215298,221297,6000,"-","133957"
"4308","chr1",203093836,203099835,6000,"+","134"
"4309","chr19",36136125,36142124,6000,"+","1340"
"4310","chr5",180164059,180170058,6000,"-","134083"
"4311","chr5",6445736,6451735,6000,"+","134111"
"4312","chr5",7848604,7854603,6000,"-","134121"
"4313","chr5",10247022,10253021,6000,"-","134145"
"4314","chr5",10305169,10311168,6000,"-","134147"
"4315","chr5",93074310,93080309,6000,"-","134187"
"4316","chr5",34926698,34932697,6000,"+","134218"
"4317","chr5",148648401,148654400,6000,"+","134265"
"4318","chr5",148721977,148727976,6000,"+","134266"
"4319","chr5",72413388,72419387,6000,"+","134285"
"4320","chr5",72466023,72472022,6000,"+","134288"
"4321","chr5",157167755,157173754,6000,"+","134353"
"4322","chr5",75010314,75016313,6000,"-","134359"
"4323","chr5",145892677,145898676,6000,"-","134391"
"4324","chr5",110845234,110851233,6000,"-","134429"
"4325","chr5",110424870,110430869,6000,"+","134430"
"4326","chr5",150323147,150329146,6000,"-","134466"
"4327","chr5",162884144,162890143,6000,"-","134492"
"4328","chr8",100903243,100909242,6000,"-","1345"
"4329","chr5",158687089,158693088,6000,"+","134510"
"4330","chr5",80686989,80692988,6000,"-","134526"
"4331","chr5",132146033,132152032,6000,"+","134548"
"4332","chr5",132163591,132169590,6000,"-","134549"
"4333","chr5",134178370,134184369,6000,"+","134553"
"4334","chr19",36640772,36646771,6000,"-","1346"
"4335","chr6",143768842,143774841,6000,"-","134637"
"4336","chr6",75950645,75956644,6000,"-","1347"
"4337","chr6",84559985,84565984,6000,"+","134701"
"4338","chr6",79574261,79580260,6000,"+","134728"
"4339","chr6",123314582,123320581,6000,"+","134829"
"4340","chr6",132964143,132970142,6000,"-","134864"
"4341","chrX",77151961,77157960,6000,"+","1349"
"4342","chr6",147522494,147528493,6000,"+","134957"
"4343","chr22",24810709,24816708,6000,"+","135"
"4344","chr5",85910784,85916783,6000,"+","1350"
"4345","chr11",63739079,63745078,6000,"+","1351"
"4346","chr6",126099307,126105306,6000,"+","135112"
"4347","chr6",126274861,126280860,6000,"+","135114"
"4348","chr6",163145164,163151163,6000,"+","135138"
"4349","chr6",71663789,71669788,6000,"-","135152"
"4350","chr6",71273625,71279624,6000,"+","135154"
"4351","chr17",13969719,13975718,6000,"+","1352"
"4352","chr6",74402508,74408507,6000,"+","135228"
"4353","chr6",150214196,150220195,6000,"-","135250"
"4354","chr6",89852769,89858768,6000,"+","135293"
"4355","chr6",89824801,89830800,6000,"-","135295"
"4356","chr17",53043065,53049064,6000,"-","1353"
"4357","chr6",49515113,49521112,6000,"+","135398"
"4358","chr6",653965,659964,6000,"-","135458"
"4359","chr10",101489424,101495423,6000,"-","1355"
"4360","chr3",148936833,148942832,6000,"-","1356"
"4361","chr7",130017290,130023289,6000,"+","1357"
"4362","chr7",129903703,129909702,6000,"+","1358"
"4363","chr7",73272489,73278488,6000,"+","135886"
"4364","chr7",72739086,72745085,6000,"-","135892"
"4365","chr3",148580043,148586042,6000,"+","1359"
"4366","chr7",142721220,142727219,6000,"-","135924"
"4367","chr7",142633603,142639602,6000,"+","135927"
"4368","chr7",142979040,142985039,6000,"+","135932"
"4369","chr7",144104321,144110320,6000,"-","135935"
"4370","chr7",143823206,143829205,6000,"+","135941"
"4371","chr7",143698090,143704089,6000,"+","135946"
"4372","chr7",143629326,143635325,6000,"+","135948"
"4373","chr17",15845231,15851230,6000,"+","136"
"4374","chr3",148542588,148548587,6000,"+","1360"
"4375","chr7",148784870,148790869,6000,"-","136051"
"4376","chr13",46676212,46682211,6000,"-","1361"
"4377","chr17",28702942,28708941,6000,"+","1362"
"4378","chr7",101003122,101009121,6000,"+","136227"
"4379","chr7",141538286,141544285,6000,"-","136242"
"4380","chr7",130415889,130421888,6000,"-","136259"
"4381","chr7",129844704,129850703,6000,"+","136263"
"4382","chr7",48072108,48078107,6000,"+","136288"
"4383","chr4",166297097,166303096,6000,"+","1363"
"4384","chr7",138360791,138366790,6000,"-","136306"
"4385","chr7",133809105,133815104,6000,"+","136332"
"4386","chr7",150881920,150887919,6000,"-","136371"
"4387","chr7",73242193,73248192,6000,"+","1364"
"4388","chr7",73181601,73187600,6000,"-","1365"
"4389","chr7",141954879,141960878,6000,"-","136541"
"4390","chr17",7163513,7169512,6000,"-","1366"
"4391","chr7",40171252,40177251,6000,"-","136647"
"4392","chr12",69354021,69360020,6000,"-","1368"
"4393","chr7",76036013,76042012,6000,"-","136853"
"4394","chr7",25216818,25222817,6000,"-","136895"
"4395","chr10",101838643,101844642,6000,"-","1369"
"4396","chr7",117064578,117070577,6000,"-","136991"
"4397","chr3",194069058,194075057,6000,"-","1370"
"4398","chr8",8556666,8562665,6000,"+","137075"
"4399","chr3",98309456,98315455,6000,"-","1371"
"4400","chr8",125982539,125988538,6000,"+","137209"
"4401","chr2",211339406,211345405,6000,"+","1373"
"4402","chr8",37794648,37800647,6000,"-","137362"
"4403","chr8",94709773,94715772,6000,"+","137392"
"4404","chr11",68606400,68612399,6000,"-","1374"
"4405","chr8",17101401,17107400,6000,"+","137492"
"4406","chr22",51014097,51020096,6000,"-","1375"
"4407","chr1",53659101,53665100,6000,"+","1376"
"4408","chr8",95967236,95973235,6000,"+","137682"
"4409","chr8",56682886,56688885,6000,"-","137695"
"4410","chr8",107779473,107785472,6000,"-","137735"
"4411","chr8",143830953,143836952,6000,"-","137797"
"4412","chr1",207666473,207672472,6000,"+","1378"
"4413","chr8",23561112,23567111,6000,"-","137814"
"4414","chr8",133769915,133775914,6000,"-","137835"
"4415","chr8",15092793,15098792,6000,"-","137868"
"4416","chr8",67341718,67347717,6000,"+","137872"
"4417","chr8",59320823,59326822,6000,"+","137886"
"4418","chr1",207815458,207821457,6000,"+","1379"
"4419","chr8",52719006,52725005,6000,"-","137902"
"4420","chr8",41432707,41438706,6000,"+","137964"
"4421","chr8",35089975,35095974,6000,"+","137970"
"4422","chr8",38240959,38246958,6000,"+","137994"
"4423","chr1",207624645,207630644,6000,"+","1380"
"4424","chr8",88883297,88889296,6000,"-","138009"
"4425","chr8",85092453,85098452,6000,"+","138046"
"4426","chr8",42992592,42998591,6000,"+","138050"
"4427","chr9",116062552,116068551,6000,"-","138065"
"4428","chr15",78629666,78635665,6000,"+","1381"
"4429","chr9",138984132,138990131,6000,"-","138151"
"4430","chr9",138389365,138395364,6000,"-","138162"
"4431","chr9",77640311,77646310,6000,"-","138199"
"4432","chr1",156672609,156678608,6000,"-","1382"
"4433","chr9",74684735,74690734,6000,"-","138240"
"4434","chr9",74523423,74529422,6000,"+","138241"
"4435","chr9",72432731,72438730,6000,"+","138255"
"4436","chr9",139649732,139655731,6000,"-","138307"
"4437","chr9",139604024,139610023,6000,"+","138311"
"4438","chr9",131870071,131876070,6000,"-","1384"
"4439","chr9",130484153,130490152,6000,"-","138428"
"4440","chr9",130690077,130696076,6000,"-","138429"
"4441","chr9",32632668,32638667,6000,"-","138474"
"4442","chr2",208391616,208397615,6000,"+","1385"
"4443","chr2",176029935,176035934,6000,"-","1386"
"4444","chr9",96790076,96796075,6000,"+","138639"
"4445","chr9",95568893,95574892,6000,"+","138649"
"4446","chr16",3927122,3933121,6000,"-","1387"
"4447","chr9",34625012,34631011,6000,"-","138715"
"4448","chr9",34609111,34615110,6000,"-","138716"
"4449","chr9",35038102,35044101,6000,"+","138724"
"4450","chr9",107358695,107364694,6000,"-","138799"
"4451","chr9",107328449,107334448,6000,"+","138802"
"4452","chr9",107296095,107302094,6000,"-","138803"
"4453","chr9",107286491,107292490,6000,"-","138804"
"4454","chr9",107263544,107269543,6000,"+","138805"
"4455","chr9",125327757,125333756,6000,"-","138881"
"4456","chr9",125312449,125318448,6000,"+","138882"
"4457","chr9",125286573,125292572,6000,"-","138883"
"4458","chr12",12761831,12767830,6000,"+","1389"
"4459","chr9",136519531,136525530,6000,"-","138948"
"4460","chr10",35412769,35418768,6000,"+","1390"
"4461","chrX",142720927,142726926,6000,"-","139065"
"4462","chrX",142602308,142608307,6000,"-","139067"
"4463","chrX",140923102,140929101,6000,"+","139081"
"4464","chrX",18236025,18242024,6000,"-","139105"
"4465","chrX",150729007,150735006,6000,"+","139135"
"4466","chrX",125683843,125689842,6000,"-","139170"
"4467","chrX",50210722,50216721,6000,"-","139189"
"4468","chr8",67087847,67093846,6000,"-","1392"
"4469","chrX",72779922,72785921,6000,"-","139201"
"4470","chrX",106446862,106452861,6000,"+","139212"
"4471","chrX",105409298,105415297,6000,"+","139221"
"4472","chrX",103408156,103414155,6000,"+","139231"
"4473","chrX",63422625,63428624,6000,"-","139285"
"4474","chr5",76245680,76251679,6000,"+","1393"
"4475","chrX",84255898,84261897,6000,"+","139322"
"4476","chrX",83754488,83760487,6000,"-","139324"
"4477","chrX",44399222,44405221,6000,"-","139341"
"4478","chrX",135380122,135386121,6000,"+","139378"
"4479","chrX",23349985,23355984,6000,"+","139411"
"4480","chrX",27478459,27484458,6000,"-","139420"
"4481","chrX",27823107,27829106,6000,"+","139422"
"4482","chrX",27996567,28002566,6000,"-","139425"
"4483","chr7",30736720,30742719,6000,"-","1395"
"4484","chrX",26573454,26579453,6000,"+","139538"
"4485","chrX",69279341,69285340,6000,"+","139562"
"4486","chrX",74490894,74496893,6000,"+","139596"
"4487","chrX",75002080,75008079,6000,"-","139599"
"4488","chr14",105950257,105956256,6000,"+","1396"
"4489","chrX",35813459,35819458,6000,"+","139604"
"4490","chrX",55646833,55652832,6000,"+","139628"
"4491","chr14",105936275,105942274,6000,"+","1397"
"4492","chrX",153976859,153982858,6000,"-","139716"
"4493","chrX",152949248,152955247,6000,"-","139728"
"4494","chrX",152680781,152686780,6000,"+","139735"
"4495","chrX",127183383,127189382,6000,"-","139741"
"4496","chrX",129516512,129522511,6000,"-","139760"
"4497","chrX",55288166,55294165,6000,"-","139793"
"4498","chr17",1356562,1362561,6000,"-","1398"
"4499","chrX",114420963,114426962,6000,"+","139804"
"4500","chrX",117626872,117632871,6000,"+","139818"
"4501","chrX",62568219,62574218,6000,"-","139886"
"4502","chr22",21268714,21274713,6000,"+","1399"
"4503","chr2",219131894,219137893,6000,"-","14"
"4504","chr1",112103598,112109597,6000,"-","140"
"4505","chr4",5891786,5897785,6000,"-","1400"
"4506","chrY",22914954,22920953,6000,"+","140032"
"4507","chr1",159681380,159687379,6000,"-","1401"
"4508","chr21",31765392,31771391,6000,"+","140258"
"4509","chr21",33954846,33960845,6000,"-","140290"
"4510","chr5",83013897,83019896,6000,"-","1404"
"4511","chr13",98826522,98832521,6000,"-","140432"
"4512","chr7",100660364,100666363,6000,"+","140453"
"4513","chrX",15330747,15336746,6000,"-","140456"
"4514","chr4",177187374,177193373,6000,"-","140458"
"4515","chr9",132401449,132407448,6000,"-","140459"
"4516","chr15",101139755,101145754,6000,"+","140460"
"4517","chr12",48548378,48554377,6000,"-","140461"
"4518","chrX",15285590,15291589,6000,"-","140462"
"4519","chr3",138949365,138955364,6000,"-","140464"
"4520","chr12",56543204,56549203,6000,"+","140465"
"4521","chr19",7578004,7584003,6000,"+","140467"
"4522","chr2",171031655,171037654,6000,"+","140469"
"4523","chr7",156430353,156436352,6000,"+","140545"
"4524","chr22",39414118,39420117,6000,"+","140564"
"4525","chr1",153582515,153588514,6000,"-","140576"
"4526","chr21",19270580,19276579,6000,"+","140578"
"4527","chrX",101377660,101383659,6000,"+","140597"
"4528","chr19",48322099,48328098,6000,"+","1406"
"4529","chr22",31500552,31506551,6000,"-","140606"
"4530","chr1",198123108,198129107,6000,"+","140609"
"4531","chr19",57047317,57053316,6000,"+","140612"
"4532","chr1",2935046,2941045,6000,"+","140625"
"4533","chr20",61048027,61054026,6000,"-","140628"
"4534","chr20",29635139,29641138,6000,"-","140678"
"4535","chr20",37350105,37356104,6000,"+","140679"
"4536","chr20",268420,274419,6000,"-","140680"
"4537","chr20",31752960,31758959,6000,"+","140683"
"4538","chr20",62459598,62465597,6000,"-","140685"
